feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,label
-8.7560707540517,9.89400973628063,6.894866561287544,-5.004112619612978,-6.38206553733233,-6.949222058790726,-4.02930201556988,-0.02630321871975705,-1.8337244196397522,-4.276580265540024,1
1.5592892671304552,-6.202145238102071,-8.722715798443947,7.861381574352333,9.607130403204122,5.763402418546324,-3.2909219119632285,-8.045629737758237,3.961455220014764,-1.8672483937186213,3
-9.071142777462699,9.828954282049024,5.994045724577219,-4.9930303051119544,-6.738675067437821,-5.766269344134522,-3.658054021428307,1.781857206401343,-1.5175258148179815,-4.4199389533219,1
2.419367478781079,-7.587312086294079,-4.863095308148982,-4.046601118296971,-0.633845282549495,4.608157287906835,-5.93978341722389,0.10027501701465819,2.323691320047587,-9.28242359524295,2
2.709387683955803,-7.89105326641621,-8.667124106862884,9.36854624131486,10.612293867084556,5.830710782563789,-3.680603593485825,-9.309261674665978,2.010291187224021,-0.6056080621607832,3
2.2957365339981424,-6.222801385316711,-3.8702730721239886,-3.2755246712476653,0.10375866342835294,6.192051518637593,-6.3166551716227435,-0.05095630890723779,2.055894258839383,-8.746762388912735,2
2.4616079026004685,-7.074286426435051,-5.046149791394059,-2.47189403611497,-1.4609687579053963,5.256721319290327,-6.577287296654091,-0.4616756840572249,3.335631359352723,-8.139054402208163,2
-9.528587414288435,8.832411038091237,6.0675417314188405,-5.387457912748447,-6.070621901235909,-5.3507907878688235,-3.4598400760339483,-0.5570275785871153,-0.6247362947516423,-4.8740596351592504,1
-9.282453395261506,10.231649435590326,7.313540710817362,-6.792646364349409,-8.151245450289355,-5.677885865063832,-4.8719702297000405,0.3377928513198788,-2.1801787453992367,-5.436803502345175,1
1.3864121977847694,-6.494780682729567,-8.002854977438174,9.429915076046852,7.652479108889962,7.597395719378738,-3.7010286580979788,-8.590107118217421,3.794650073536796,-1.0736172494560885,3
2.378688051943551,-6.067822957596787,-4.67023012616243,-1.4001197883356886,-0.33599146983493244,6.090647287956924,-5.842707238785602,0.110718735620118,2.6886635381725608,-8.972739836706412,2
-9.084479554580223,8.492905972730071,5.97934735223583,-5.422533391918213,-5.324619435882813,-6.082980458781361,-4.134295762175453,0.4946326164411051,-2.2363850409364874,-3.7522564675904047,1
2.6212582634989148,-6.320576075850043,-9.395068105554264,9.15239447778532,8.484501332177114,5.991012683761892,-3.1871354458638583,-7.4888663709228025,3.6952885900214407,-1.8793147283539624,3
0.8546071259265056,-6.041004760895145,-9.174018283200281,8.754944475646832,8.765831196799407,5.986086863791963,-2.788747938065148,-7.485067798839638,4.288216988564021,-2.1883090642628247,3
1.5584452341078854,-6.998952883646608,-9.034099140359592,9.229343803349654,10.956993712181717,5.666716556936133,-4.19936233046341,-8.090743829050195,3.9617197243399604,-1.0124645568396236,3
-2.985214928157694,9.176863716211024,4.845029567537178,1.4731236913222747,-5.573585033349941,-6.548426548637695,-9.672240204677864,7.783110441542384,1.3400230657050507,4.712410778540625,0
-10.12670975893506,8.740264872463682,7.2294852053606595,-5.888896083575439,-6.548661044775415,-7.734613458016051,-3.470362519662787,-0.3723522437526735,-1.3191467859712553,-3.9812533394684273,1
3.3916945204743345,-6.460695394973732,-4.667828758160823,-2.419771012034994,-1.783799396290334,6.104192445683246,-5.691101967829028,-1.0241826694002822,1.0350426865021953,-9.269188973320682,2
2.421364895722409,-6.003082571171557,-9.174429597529478,6.9377315521948075,9.67889689150711,5.313722479368439,-5.319861775218275,-10.029185867361221,4.254447132381556,-1.1069179099244966,3
-9.539273599904725,10.21151185506562,5.999705622075034,-5.586359498520127,-5.680862315010287,-5.981143883973432,-3.782448009190125,1.1958608974417562,-3.2533622322571514,-3.700904472367526,1
-2.313219584628876,8.226443795089459,6.35190522195988,2.063624511323391,-6.803050834927845,-6.372072956546862,-8.50162129442031,7.480241732494095,1.4689681160524573,4.491479405916106,0
2.962463768339132,-5.9083464335436195,-9.2443330578581,9.119975913276887,8.992297386954856,6.2979289686223385,-2.851332907149401,-7.622633357030403,4.040686391506547,-1.4981666491762227,3
-9.239554890136201,10.196301370204772,7.755231296606297,-6.463783720713985,-6.931100913705224,-7.212214304171555,-4.0789690421841325,0.8215794947571914,-0.6699654655453139,-4.228582912588927,1
-10.37409147845504,8.755945068529902,7.361215842798887,-5.563171068856524,-5.977467263190322,-6.093497351450976,-3.6416679961595446,-0.4334018571730007,-0.6279772325226715,-3.3567042013397197,1
