0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,cluster
1.2513014967233782,1.331945687940909,1.2622356513371853,1.1962389014810226,1.2713795251296782,1.3903347910238995,1.333308923181853,1.291990159399646,1.315479138024919,1.2831520252920425,1.187598047475712,1.3132757245220805,1.4103110812728568,1.2684377640422635,1.395205550522094,1.4007858625848555,1.174078272043055,1.3334022547301967,1.4592481046111327,1.3008547729155895,1.2956239065741912,1.3794233947129753,1.3059549260540388,1.2465829092216092,1.3209586727707652,1.3269379841169113,1.3355645672549608,1.2951554921887676,1.3753380350924738,1.2049338400138494,1.2937873345436088,1.233976176636372,1.2575890553501492,1.3021626232387344,1.4182015545538378,1.2890231909221748,1.2341309417439799,1.2461387587159258,1.3038007113519474,1.3325027660933468,1.2375794953679273,1.1954752747259452,1.2811880821290593,1.2511773653770728,1.320835454794764,1.345977508165416,1.1897280592936679,1.2701784970836087,1.2601904428698723,1.2410085251793612,1
1.7241880815369786,1.6831110796300395,1.6999692969385134,1.7485717452831433,1.8065355320563379,1.6958321217951002,1.6763560642342925,1.6748842967275546,1.678269777760369,1.7357931694604314,1.794890104587117,1.6244325692794332,1.7002665337776275,1.7470257424946678,1.711079040066456,1.7219618844179039,1.7493595356670724,1.7746789360041102,1.7037639063193486,1.7181797328720005,1.6094892645352994,1.6088661812075442,1.7529565628965973,1.719893419051089,1.6672699915654496,1.6729273921211911,1.6820208127259477,1.6932946838746943,1.6642067745808728,1.7361065306737178,1.69542359604184,1.7197435476664935,1.7234781803164116,1.7518329842885803,1.716714105584728,1.7393904681820567,1.822422833935424,1.6420286409792701,1.708299051320175,1.71859314415533,1.7352071606763801,1.7859786625373255,1.7891867838732662,1.5813345374891459,1.5626373635691249,1.771042103839796,1.7895622910141458,1.741344340055118,1.726891922529327,1.6868591642099666,1
1.4937295218107556,1.5351982149926346,1.5756725211294533,1.5310979233913458,1.5677012182021968,1.5520783480963947,1.6205064136625202,1.5352331708704934,1.511421687784417,1.4877282705510375,1.450940784340127,1.5749935402350084,1.4960934307290112,1.5222178858223658,1.518427607807925,1.5552794902672082,1.3876517247413147,1.4593220045518693,1.5641627222078789,1.5867513606920374,1.567536827346759,1.4075021582475369,1.3720344089833538,1.5343639930929553,1.5229882232330132,1.4912990856548065,1.5345180732703685,1.544774263185933,1.5054431252848988,1.542489403299877,1.5456415014540434,1.5779712154267669,1.4506270277405309,1.4284145042936998,1.5547288738791027,1.521549444996643,1.4533198425582345,1.484936801589152,1.4572755636556207,1.5984796917719162,1.4834833322220502,1.4859346129139221,1.468558469144414,1.562114416112481,1.614940982427545,1.553803488622978,1.4387681092928484,1.568735262290145,1.4984873479448788,1.4848908136549666,1
1.8832994687365274,1.322528583349251,1.8945612363768076,1.8687648533349752,1.9826062890478715,1.3019347350431276,1.3483793698551492,1.3304413823969194,1.3733129306024252,1.4541476865911207,2.0203933857500234,1.374955130274631,1.2917776827822611,1.9056848967373932,1.443198279105108,1.2882480692951606,1.8979491451091253,1.995921259003743,1.3805627081341072,1.327955717150673,1.9374787137736424,1.3692445789112146,1.892587843340866,1.912194994426103,1.3280696381059411,1.281184565647258,1.3953965112628022,1.3345904902320185,1.2619047321168555,1.9083541772335197,1.8876178470901985,1.3868948028568582,1.8880494629113793,1.4794160100322507,1.362175230373547,1.283651631357002,1.8910153250683415,1.9663729770229283,1.9356951171930563,1.3040887865153592,1.8799055801328786,1.8558851039119975,1.8762189782287368,1.3317409790464563,1.2992010867625483,1.3419865431326474,1.8657082601196664,1.3079155952541626,1.8458721620054905,1.80586855379334,1
1.6641292143510114,1.4393422042698318,1.6724506911411694,1.766883844782085,1.5879754024069936,1.4149618930662071,1.4984409067009226,1.4054638936331465,1.4079766771859665,1.4640080993138762,1.6681121072273908,1.4565231337465927,1.4269290592305761,1.6962653523443885,1.471912668316183,1.4555322106501292,1.6108510281077602,1.713217488700591,1.416194750998564,1.462473521038887,1.7528398395579123,1.3709982693490608,1.6759173209710816,1.6656531568642945,1.5649625830987477,1.4280182596747555,1.4814647005151391,1.4654069687996196,1.5122399659481163,1.6736082951809486,1.6423376973049357,1.462891129455171,1.6103659849396945,1.4921450447231344,1.4325198311021232,1.4757764441306775,1.669802666186785,1.6651735387658095,1.6520836520963305,1.415413842169026,1.696219990863096,1.6721301256436507,1.5950062181037068,1.415389651401744,1.4442653451235419,1.4366861716189545,1.6960926912438572,1.4158847527685414,1.7016435598550588,1.6395715269939062,1
1.434695639031834,1.829633055596157,1.4750734206121054,1.418727638655151,1.3779023641564716,1.808005146205176,1.8475416478642246,1.837097383769781,1.8922156291661483,1.8388748617809008,1.4853614408346016,1.8108054230450439,1.7998885407426788,1.5011532655384556,1.9284602692825685,1.8150585566464825,1.4392859277608676,1.4184540698564028,1.775562074158887,1.9355258530774515,1.4477089169502202,1.818394785501523,1.433783140771808,1.3600988317082652,1.8126900720911892,1.848001330936966,1.8114972711171606,1.8299235835232797,1.8038498539040466,1.484747943660191,1.4381603420592783,1.8719131313195048,1.451187636713001,1.840795001302615,1.748741360318241,1.8052232057345448,1.419157915442794,1.4462306843177681,1.3574131320468361,1.8775194382792575,1.3790029840517772,1.4597847758402112,1.5117349296315714,1.7409578388986764,1.8856699278369897,1.8908114997170884,1.3613852474870256,1.861864467912042,1.4646572363874824,1.4204518643633504,1
1.747624904696409,1.7440528908001915,1.7938325238506858,1.7252907311618757,1.7589247684011105,1.7637754979191065,1.7384542647704606,1.7049257055384675,1.7257042308561723,1.7011350017911309,1.6436240266540638,1.7087923539837024,1.694493875319689,1.7574509631814825,1.8116268122738668,1.6615283302983035,1.750817719763116,1.6226546189527302,1.7528784546083287,1.6854227279571257,1.7295556163373171,1.6855472394972235,1.7170804101179795,1.7723470754005899,1.728735217761626,1.789732122111854,1.823192253506296,1.757305693042207,1.7341159389993603,1.612463290046447,1.7329479625885307,1.8360637475422912,1.8792711265429016,1.7413081907693773,1.7664228581235313,1.7954239675671302,1.7733449515249309,1.68461666643778,1.7757407357275719,1.7959052552371881,1.7844935614594502,1.803494845491532,1.7511023090842712,1.7095335594932577,1.7102376805643602,1.7988763524907356,1.8210760745734473,1.7086882217683934,1.680824486364636,1.73481591707164,1
1.8916436421462988,1.5063011524898278,1.9322864653582037,1.8678600747478686,1.9336310140411845,1.4852519284488146,1.5226223207433636,1.5400151759271665,1.5299209846317956,1.5413166464602774,1.8274365979418006,1.4711201493435055,1.5140215163379123,1.9270938300257243,1.529507885500993,1.5037800099037535,1.8976731388408343,2.0061907707758357,1.5195713439072547,1.4446277474258225,1.8691385854617875,1.4162021306108268,1.951370235871621,1.9278243231051877,1.5095808447739867,1.4661422049558106,1.5200352061894704,1.5040498113483844,1.521308931739614,1.9255374081228442,1.8973003540302973,1.469027477886722,1.8013633685009605,1.5205788562327107,1.46852598575984,1.4731151336408421,1.921129746783368,1.860825571744325,1.9125068145392081,1.5433306958949802,1.9487002787228613,1.9640686036409452,1.9277730672273041,1.5065058028736005,1.554463401859155,1.4750172881150172,1.8737464505762331,1.5125694182780862,1.8721855262920004,1.87956876985276,1
1.7045858913884893,1.4069199730219633,1.637049793741414,1.6638109377240649,1.7040245192195074,1.4214087158667839,1.3865727613283592,1.401177772047812,1.4152407304601076,1.3781380817100746,1.771278872376525,1.5247887912735987,1.3958601064356733,1.700099106674128,1.377934927448282,1.399083453110837,1.6848647990345633,1.6351072680503094,1.3260094332863053,1.441669868060807,1.6772728828369443,1.4339931094322027,1.7667875887952325,1.8196063956608377,1.4614336983391762,1.4815544014699393,1.424801185988158,1.4643566471684353,1.42103035516646,1.6718821072321182,1.7424912013143627,1.3597274377507773,1.6787737870380313,1.4329760944409302,1.3518368772529932,1.3989402449307136,1.6582949322311102,1.6858260723722924,1.7614712015242282,1.3593110326849958,1.7862926410629327,1.686597459099035,1.7424811611940398,1.446578441361618,1.3038537002249062,1.340957613292025,1.7114496981724037,1.4649899123935335,1.7092398850154615,1.7014976813954827,1
1.5972499057465326,1.4609570836896946,1.5653881291427387,1.5692986310848398,1.515350203960863,1.5647271236219664,1.3883468815161497,1.4687089148694705,1.4121580932751112,1.4670575744219627,1.6131406590279895,1.5078489987680268,1.4704431278675976,1.6692557665190062,1.4597518397820695,1.5140771591834505,1.5758856244661459,1.514979968398688,1.4797106794238335,1.5582842255654328,1.6463033384302677,1.4989148417048268,1.4870918827052395,1.6510215589017845,1.3899078556360556,1.4474009036375661,1.419091129723125,1.5325741852505697,1.498285088473748,1.5057182609037096,1.59288912582575,1.406227756712048,1.5634246496740758,1.4932178629871975,1.492771742111625,1.508205666959131,1.60231774132386,1.5813641509087208,1.6147296557145474,1.4820898369647748,1.4900815395396647,1.5309475214424306,1.6702052636116316,1.4601302961773133,1.4885064165682602,1.4508080518199118,1.65535994519857,1.420394227732835,1.5705342556327238,1.6212219816508358,1
